,Company,Location_HQ,Industry,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,Census Count,List_of_Employees_Laid_Off
124,Slickdeals,Las Vegas,Retail,0.33,12-05-2023,Company exec,54.0,Unknown,15-05-2023 20:58,United States,79.0,https://docs.google.com/spreadsheets/d/1wLrQmOSFXTCQ5Tou2Y2DrEYbxQD_80ZecW4Mw-U52KM/edit?usp=sharing
125,Toothsi,Mumbai,Healthcare,0.21500000000000002,12-05-2023,https://www.moneycontrol.com/news/business/startup/dental-tech-startup-toothsi-lays-off-20-30-employees-amid-funding-crunch-10574111.html,87.0,Series C,14-05-2023 15:40,India,20.0,Unknown
126,Everlaw,SF Bay Area,Legal,0.1,12-05-2023,https://www.law360.com/pulse/legal-tech/articles/1607469/e-discovery-co-everlaw-conducts-10-staff-reduction,298.0,Series D,13-05-2023 20:42,United States,96.66666666666667,Unknown
127,Tessera,New York City,Crypto,1.0,12-05-2023,https://www.coindesk.com/web3/2023/05/12/paradigm-backed-nft-ownership-platform-tessera-is-shutting-down/,43.0,Series A,15-05-2023 16:02,United States,173.33333333333334,Unknown
128,Cornershop,Santiago,Food,0.11,11-05-2023,https://www.bloomberg.com/news/articles/2023-05-11/uber-owned-online-grocer-cornershop-eliminates-11-of-staff#xj4y7vzkg?leadSource=uverify%20wall,31.0,Acquired,12-05-2023 14:46,Chile,250.0,https://docs.google.com/spreadsheets/d/1nKzSR-EVurylkuxk34CrMlbUmJaivdMfjNMJ0O9L304/htmlview#gid=0
129,Varo,SF Bay Area,Finance,0.095,11-05-2023,https://www.varomoney.com/press/05112023-message-from-colin/,992.0,Series E,17-05-2023 15:09,United States,97.0,Unknown
130,CS Disco,Austin,Legal,0.08,11-05-2023,https://www.law360.com/pulse/legal-tech/articles/1606941/legal-tech-co-disco-cuts-staff-8-in-2nd-round-of-layoffs,233.0,Post-IPO,12-05-2023 14:50,United States,127.5,Unknown
131,Microsoft,Seattle,Other,0.15500000000000003,10-05-2023,https://www.geekwire.com/2023/microsoft-cutting-more-jobs-in-seattle-region-beyond-global-layoffs-announced-in-january/,1.0,Post-IPO,11-05-2023 00:12,United States,158.0,Unknown
132,Redbubble,Melbourne,Retail,0.23,10-05-2023,https://www.afr.com/technology/redbubble-axes-75-roles-in-a-new-cost-cutting-round-20230510-p5d762,55.0,Post-IPO,10-05-2023 15:01,Australia,70.0,Unknown
133,Similarweb,New York City,Other,0.06,10-05-2023,https://www.calcalistech.com/ctechnews/article/sya4wmt4h,235.0,Post-IPO,11-05-2023 15:37,United States,60.0,Unknown
134,Stack Overflow,New York City,Recruiting,0.1,10-05-2023,https://stackoverflow.blog/2023/05/10/a-message-from-prashanth-chandrasekar-ceo-stack-overflow/,153.0,Acquired,11-05-2023 00:06,United States,58.0,Unknown
135,Akamai,Boston,Security,0.03,09-05-2023,https://www.bizjournals.com/boston/news/2023/05/09/akamai-cuts-global-workforce-2023.html,35.0,Post-IPO,10-05-2023 14:45,United States,290.0,Unknown
136,Sonatype,Baltimore,Security,0.14,09-05-2023,https://www.theregister.com/2023/05/10/sonatype_job_cuts/,154.0,Acquired,11-05-2023 00:10,United States,100.0,Unknown
137,AudioCodes,Tel Aviv,Other,0.06,09-05-2023,https://www.calcalistech.com/ctechnews/article/hjnggpd43,91.0,Post-IPO,09-05-2023 21:03,Israel,80.0,Unknown
138,Buzzer,New York City,Media,0.105,09-05-2023,https://sports.yahoo.com/buzzer-shut-down-app-license-130000688.html,32.0,Unknown,09-05-2023 23:24,United States,292.0,Unknown
139,Marqeta,SF Bay Area,Finance,0.15,09-05-2023,https://www.fool.com/earnings/call-transcripts/2023/05/09/marqeta-mq-q1-2023-earnings-call-transcript/,530.0,Post-IPO,10-05-2023 15:00,United States,504.0,Unknown
140,LinkedIn,SF Bay Area,Recruiting,0.04,08-05-2023,https://www.reuters.com/technology/linkedin-cut-716-jobs-phase-out-china-local-jobs-app-2023-05-09/,154.0,Acquired,09-05-2023 03:44,United States,716.0,Unknown
141,Cuemath,Bengaluru,Education,0.31999999999999995,08-05-2023,https://entrackr.com/2023/05/cuemath-lays-off-around-100-employees/,121.0,Unknown,08-05-2023 15:16,India,100.0,Unknown
142,Momentis Surgical,Tel Aviv,Healthcare,0.6,08-05-2023,https://www.calcalistech.com/ctechnews/article/bk11kl2i43,66.0,Series D,13-05-2023 20:43,Israel,70.0,Unknown
143,Glean AI,New York City,Finance,0.8,08-05-2023,Company exec,11.0,Seed,16-05-2023 22:35,United States,5.0,https://docs.google.com/spreadsheets/d/1RrpTXQqAqJViDc1plMFalexjXHWSmzikLnzOwO9XzLc/edit#gid=0
144,Everledger,Brisbane,Crypto,1.0,08-05-2023,https://www.afr.com/technology/government-and-tencent-backed-aussie-blockchain-firm-collapses-20230503-p5d58l,27.0,Unknown,15-05-2023 16:06,Australia,137.5,Unknown
145,Twist Bioscience,SF Bay Area,Healthcare,0.25,05-05-2023,https://www.biospace.com/article/releases/twist-bioscience-reports-fiscal-second-quarter-2023-financial-results/,503.0,Post-IPO,05-05-2023 20:41,United States,270.0,Unknown
146,Meesho,Bengaluru,Retail,0.15,05-05-2023,https://www.moneycontrol.com/news/business/meesho-to-fire-251-employees-says-it-made-judgement-errors-in-over-hiring-ahead-of-the-curve-10531531.html,1100.0,Series F,05-05-2023 12:24,India,251.0,Unknown
147,Teachmint,Bengaluru,Education,0.24,05-05-2023,https://inc42.com/buzz/exclusive-teachmint-lays-off-over-70-employees-in-2nd-round-of-layoffs/,118.0,Series B,05-05-2023 12:27,India,70.0,Unknown
148,Eventus,Austin,Finance,0.33,05-05-2023,https://www.thetradenews.com/eventus-cuts-staff-numbers-amid-challenging-funding-environment/,45.0,Series B,08-05-2023 15:18,United States,1185.0,Unknown
149,Shopify,Ottawa,Retail,0.2,04-05-2023,https://www.cbc.ca/news/business/shopify-layoffs-1.6831842,122.0,Post-IPO,04-05-2023 15:05,Canada,2300.0,https://weworkedatshop.com/
150,Sabre,Dallas,Travel,0.15,04-05-2023,https://skift.com/2023/05/04/sabre-is-cutting-15-percent-of-its-workforce-roughly-1100-jobs/,1700.0,Post-IPO,05-05-2023 12:26,United States,1100.0,Unknown
151,Scribe Media,Austin,Marketing,1.0,04-05-2023,https://www.bizjournals.com/austin/inno/stories/news/2023/05/30/scribe-media-shuts-down-and-lays-off-90-employees.html,952.5,Unknown,31-05-2023 19:56,United States,90.0,Unknown
152,Autograph,Los Angeles,Crypto,0.33,04-05-2023,https://www.businessinsider.com/tom-bradys-nft-startup-autograph-layoffs-crypto-2023-5?IR=T,205.0,Series B,05-05-2023 20:39,United States,30.0,Unknown
153,Earnix,Tel Aviv,Finance,0.1,04-05-2023,https://www.calcalistech.com/ctechnews/article/hymylgzvh,100.0,Unknown,04-05-2023 15:13,Israel,30.0,Unknown
154,Karma,Tel Aviv,Retail,0.28,04-05-2023,https://www.calcalistech.com/ctechnews/article/bj11xzuw43,34.0,Series A,05-05-2023 23:40,Israel,20.0,Unknown
155,Glassbox,London,Data,0.14,04-05-2023,https://www.calcalistech.com/ctechnews/article/s1zmauznn,70.0,Series C,05-05-2023 23:39,United Kingdom,310.0,Unknown
156,Unity,SF Bay Area,Other,0.08,03-05-2023,https://www.wsj.com/articles/unity-conducts-its-third-and-largest-round-of-layoffs-in-a-year-48fdafe1,1300.0,Post-IPO,03-05-2023 14:41,United States,600.0,Unknown
157,Upwork,SF Bay Area,Other,0.15,03-05-2023,https://www.upwork.com/press/releases/a-message-from-our-ceo,168.0,Post-IPO,03-05-2023 22:17,United States,137.0,Unknown
158,Cars24,Jakarta,Transportation,0.24,03-05-2023,https://inc42.com/buzz/cars24-shuts-shop-in-indonesia-saudi-arabia-to-focus-on-india-ops/?utm_source=ActiveCampaign&utm_medium=email&utm_content=Profit++Karo++On+Paytm+s+Mind%21+%7C+Two+Bengaluru+Unicorns+Cut+Jobs+%7C+Tim+Cook+s+%E2%9D%A4%EF%B8%8F+For+India&utm_campaign=Morning+Newsletter+-+New+Template+06+May&vgo_ee=vZ%2BZfbikRuPiTdEJPl5%2BEYyCJFrocn5no%2Bm25FjbMJUy9Zuq7w%3D%3D%3AAqF8bsXWMtjx1ZHWtxqmJxDrH43MqNRa,1300.0,Series G,07-05-2023 00:39,Indonesia,100.0,Unknown
159,Healthy.io,Tel Aviv,Healthcare,0.33,03-05-2023,https://www.calcalistech.com/ctechnews/article/b11800cknh,185.0,Series D,03-05-2023 23:47,United States,70.0,Unknown
160,Zymergen,SF Bay Area,Other,0.23,03-05-2023,https://www.biospace.com/article/biospace-layoff-tracker-2023-athenex-shutters-facility-cuts-staff/,974.0,Acquired,05-05-2023 20:40,United States,27.0,Unknown
161,TheSkimm,New York City,Media,0.13,03-05-2023,https://www.businessinsider.com/newsletter-publisher-theskimm-laid-off-13-percent-second-round-2023-2023-5,28.0,Series C,08-05-2023 15:20,United States,22.0,Unknown
162,Brightcove,Boston,Marketing,0.1,03-05-2023,https://www.bizjournals.com/boston/news/2023/05/03/brightcove-cuts-across-organization.html,145.0,Post-IPO,04-05-2023 15:12,United States,31.333333333333336,Unknown
163,Brightline,SF Bay Area,Healthcare,0.2,03-05-2023,https://www.beckershospitalreview.com/digital-health/digital-health-startup-brightline-lays-off-20-of-staff-again.html,212.0,Series C,03-05-2023 23:47,United States,40.66666666666667,Unknown
164,Bishop Fox,Phoenix,Security,0.13,02-05-2023,https://techcrunch.com/2023/05/03/bishop-fox-lays-off-employees-days-after-throwing-conference-party/,146.0,Series B,03-05-2023 23:42,United States,50.0,Unknown
165,Zoomo,Sydney,Transportation,0.08,02-05-2023,https://www.businessnewsaustralia.com/articles/sydney-e-bike-provider-zoomo-cuts-8-per-cent-of-its-workforce.html,105.0,Series B,02-05-2023 16:26,Australia,27.0,Unknown
166,Vallai,Paris,Data,1.0,02-05-2023,https://www.linkedin.com/feed/update/urn:li:activity:7059041318760501250/,109.5,Seed,04-05-2023 15:11,France,30.5,Unknown
167,Lev,New York City,Real Estate,0.825,01-05-2023,https://therealdeal.com/new-york/2023/05/01/cre-finance-platform-lev-lays-off-more-staff/,114.0,Series B,01-05-2023 23:51,United States,34.0,Unknown
168,PharmEasy,Mumbai,Healthcare,0.65,01-05-2023,https://www.dealstreetasia.com/stories/pharmeasy-layoffs-341548,1600.0,Unknown,02-05-2023 16:23,India,105.5,Unknown
169,Cogito,New Delhi,Data,0.4750000000000001,29-04-2023,https://inc42.com/buzz/protests-erupt-data-startup-cogito-fires-177-indian-employees/,1249.5,Unknown,01-05-2023 14:36,India,177.0,Unknown
170,Cue Health,San Diego,Healthcare,0.3,28-04-2023,https://www.sec.gov/Archives/edgar/data/1628945/000162894523000085/hlth-20230428.htm,899.0,Post-IPO,01-05-2023 23:57,United States,326.0,https://docs.google.com/spreadsheets/d/1P5d2CrPtvpQWSNA8w51ZObTa606s9HKrIBFzacZlTrY/edit#gid=0
171,N26,Berlin,Finance,0.04,28-04-2023,https://www.businessinsider.de/gruenderszene/fintech/folgen-der-krise-n26-entlaesst-mitarbeiter/,1700.0,Series E,28-04-2023 04:43,United States,71.0,Unknown
172,Embark Vet,Boston,Healthcare,0.52,28-04-2023,https://docs.google.com/spreadsheets/d/12HLkzExDs4cXgF8FGl8M6D3Zilpr4iWMJHVGfGy4szk/edit#gid=113211201,94.0,Series B,10-05-2023 14:56,United States,28.0,https://docs.google.com/spreadsheets/d/12HLkzExDs4cXgF8FGl8M6D3Zilpr4iWMJHVGfGy4szk/edit#gid=113211201
173,Poparazzi,Los Angeles,Consumer,1.0,28-04-2023,https://techcrunch.com/2023/05/01/once-hot-photo-sharing-social-app-poparazzi-is-shutting-down/,15.0,Series A,03-05-2023 14:44,United States,185.33333333333334,Unknown
174,Providoor,Melbourne,Food,1.0,28-04-2023,https://www.afr.com/technology/celebrity-chef-s-tech-firm-providoor-collapses-20230428-p5d430,857.5,Unknown,29-04-2023 03:11,Australia,342.6666666666667,Unknown
175,Dropbox,SF Bay Area,Other,0.16,27-04-2023,https://blog.dropbox.com/topics/company/a-message-from-drew,1700.0,Post-IPO,27-04-2023 14:35,United States,500.0,https://coda.io/@alumni/dropbox-alumni-list
176,Alteryx,Los Angeles,Data,0.11,27-04-2023,https://siliconangle.com/2023/04/27/alteryx-delivers-mixed-earnings-results-plans-cut-11-staff/,613.0,Post-IPO,28-04-2023 04:52,United States,320.0,Unknown
177,Vroom,New York City,Transportation,0.11,27-04-2023,https://www.hrkatha.com/news/layoff/vroom-to-let-go-11-workforce/,1300.0,Post-IPO,28-04-2023 04:47,United States,120.0,Unknown
178,Greenhouse,New York City,Recruiting,0.12,27-04-2023,https://www.greenhouse.com/blog/navigating-market-uncertainty,110.0,Private Equity,27-04-2023 16:17,United States,100.0,Unknown
179,Rebellion Defense,Washington D.C.,Data,0.13333333333333333,27-04-2023,https://blog.rebelliondefense.com/a-difficult-decision-for-rebellion-5fe0fbc927e4,150.0,Series B,29-04-2023 03:13,United States,90.0,Unknown
180,Poppulo,Denver,HR,0.14666666666666667,27-04-2023,https://www.rte.ie/news/business/2023/0427/1379567-poppulo-to-lay-off-21-staff-in-ireland-to-cut-costs/,30.0,Acquired,29-04-2023 03:12,United States,85.0,Unknown
181,Megaport,Brisbane,Infrastructure,0.16,27-04-2023,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-02659300-2A1446019?access_token=83ff96335c2d45a094df02a206a39ff4,98.0,Post-IPO,29-04-2023 03:10,Australia,50.0,Unknown
182,Airtasker,Sydney,Retail,0.2,27-04-2023,https://www.businessnewsaustralia.com/articles/airtasker-makes-20pc-of-employees-redundant.html,26.0,Series C,28-04-2023 04:55,Australia,45.0,Unknown
183,Chief,New York City,Other,0.14,27-04-2023,https://techcrunch.com/2023/04/27/chief-a-professional-network-for-women-leaders-cuts-staff-amid-restructuring-effort/,140.0,Series B,27-04-2023 19:10,United States,43.0,Unknown
184,Tickertape,Bengaluru,Finance,0.29,27-04-2023,https://entrackr.com/2023/04/smallcase-backed-tickertape-layoff-30-workforce/,5.0,Seed,28-04-2023 04:45,India,29.0,Unknown
185,Clubhouse,SF Bay Area,Consumer,0.5,27-04-2023,https://blog.clubhouse.com/april-27-2023/,110.0,Series C,27-04-2023 20:17,United States,119.33333333333333,Unknown
186,Oddle,Singapore,Food,0.25,27-04-2023,https://www.techinasia.com/fb-startup-oddle-cuts-25-staff-profitability-push,9.0,Series B,29-04-2023 03:41,Singapore,209.66666666666666,Unknown
187,Extramarks,Noida,Education,0.29000000000000004,26-04-2023,https://inc42.com/buzz/exclusive-reliance-backed-edtech-startup-extramarks-fires-over-300-employees-to-shut-b2c-biz/,44.0,Unknown,26-04-2023 22:04,India,300.0,Unknown
188,Teampay,New York City,Finance,0.33,26-04-2023,https://www.axios.com/pro/fintech-deals/2023/04/26/corporate-card-teampay-layoffs-30-percent,79.0,Series B,28-04-2023 04:39,United States,30.0,Unknown
189,RenoRun,Montreal,Construction,1.0,26-04-2023,https://betakit.com/renorun-shuts-down-operations-as-it-pursues-sale-of-assets/,163.0,Series B,02-05-2023 18:08,Canada,215.0,Unknown
190,Skill Lync,Chennai,Education,0.75,25-04-2023,https://inc42.com/buzz/exclusive-iron-pillar-backed-edtech-startup-skill-lync-fires-over-400-employees/,17.0,Series A,25-04-2023 13:56,India,400.0,Unknown
191,Rapid,SF Bay Area,Finance,0.5,25-04-2023,https://techcrunch.com/2023/04/25/rapidapi-valued-at-1-billion-last-year-cuts-staff-by-50/,272.0,Series D,25-04-2023 18:47,United States,115.0,https://docs.google.com/spreadsheets/d/1sgYrGVV2yaD_zS3WmrVaT9JniD2htUrzyJF7ICMjINE/edit#gid=1661302923
192,Rapid,SF Bay Area,Finance,0.3,25-04-2023,https://techcrunch.com/2023/05/05/rapidapi-headcount-down-82-from-fresh-layoffs-less-than-two-weeks-after-cutting-50-of-staff/,272.0,Series D,05-05-2023 20:46,United States,70.0,Unknown
193,Flink,Berlin,Food,0.4,24-04-2023,https://www.manager-magazin.de/unternehmen/tech/flink-lieferdienst-hat-still-und-leise-8000-jobs-abgeschafft-a-caa29cb9-82b5-4d1e-83ca-a29efaccd25d,1000.0,Series B,25-04-2023 13:58,Germany,8000.0,Unknown
194,Red Hat,Raleigh,Other,0.04,24-04-2023,https://abc11.com/jobs-red-hat-careers-layoffs-raleigh-nc/13180340/,668.5,Acquired,24-04-2023 15:39,United States,760.0,Unknown
195,BigPanda,SF Bay Area,Infrastructure,0.13,24-04-2023,https://www.calcalistech.com/ctechnews/article/hjmakgn73,337.0,Series E,25-04-2023 13:55,United States,40.0,Unknown
196,Lyft,SF Bay Area,Transportation,0.26,21-04-2023,https://www.cnbc.com/2023/04/27/lyft-layoffs-company-to-cut-1072-employees-or-26percent-of-its-workforce.html,4900.0,Post-IPO,21-04-2023 16:30,United States,1072.0,https://www.lyft.com/blog/posts/lyft-talent-directory
197,Benchling,SF Bay Area,Other,0.09,21-04-2023,https://www.reuters.com/technology/life-sciences-software-startup-benchling-lays-off-9-workforce-2023-04-21/,411.0,Series F,22-04-2023 03:37,United States,74.0,https://coda.io/d/Benchling-Alumni-Page_d8yIeRUuo7l/2023-Benchling-Alumni-List_suM29
198,Pluralsight,Salt Lake City,Education,0.12,21-04-2023,https://www.sltrib.com/news/2023/04/21/utah-tech-company-pluralsight-lays/,192.0,Acquired,23-04-2023 22:31,United States,127.0,Unknown
199,BuzzFeed,New York City,Media,0.15,20-04-2023,https://variety.com/2023/digital/news/buzzfeed-news-shutting-down-layoffs-1235589751/,696.0,Post-IPO,20-04-2023 20:20,United States,180.0,Unknown
200,Koo,Bengaluru,Consumer,0.3,20-04-2023,https://economictimes.indiatimes.com/tech/startups/twitters-rival-koo-fires-30-staff-on-funding-crunch/articleshow/99632488.cms,50.0,Series B,20-04-2023 15:44,India,78.0,Unknown
201,Open,Bengaluru,Finance,0.21,20-04-2023,https://entrackr.com/2023/04/exclusive-neobank-open-lays-off-around-50-employees/,190.0,Series D,20-04-2023 15:56,India,47.0,Unknown
202,Gloat,New York City,HR,0.12,20-04-2023,https://www.calcalistech.com/ctechnews/article/ry8dgb1x3,192.0,Series D,21-04-2023 15:36,United States,35.0,Unknown
203,Insider,New York City,Media,0.1,20-04-2023,https://www.thedailybeast.com/insider-to-lay-off-10-percent-of-staffers-company-says,521.0,Unknown,20-04-2023 15:58,United States,231.0,Unknown
204,Lenovo,Raleigh,Hardware,0.095,20-04-2023,https://www.channelweb.co.uk/news/4112502/lenovo-layoffs-confirmed-response-pc-downturn-report,850.0,Post-IPO,20-04-2023 15:59,United States,427.0,Unknown
205,F5,Seattle,Security,0.09,19-04-2023,https://www.reuters.com/technology/software-firm-f5-layoff-9-staff-trims-fiscal-revenue-guidance-2023-04-19/,578.5,Post-IPO,20-04-2023 15:56,United States,623.0,Unknown
206,WalkMe,SF Bay Area,Other,0.1,19-04-2023,https://www.calcalistech.com/ctechnews/article/byc3z4pgn,307.0,Post-IPO,19-04-2023 15:39,United States,112.0,Unknown
207,Opendoor,SF Bay Area,Real Estate,0.22,18-04-2023,https://www.inman.com/2023/04/18/opendoor-lays-off-22-of-its-workforce-in-latest-round-of-cuts/,1900.0,Post-IPO,18-04-2023 17:55,United States,560.0,Unknown
208,Noon,Riyadh,Retail,0.1,18-04-2023,https://www.bloomberg.com/news/articles/2023-04-18/amazon-s-middle-east-rival-noon-cuts-10-of-jobs-to-pare-costs?leadSource=uverify%20wall,1078.5,Unknown,19-04-2023 00:23,Saudi Arabia,340.0,Unknown
209,Culture Amp,Melbourne,HR,0.09,18-04-2023,https://www.startupdaily.net/topic/business/hr-unicorn-culture-amp-is-the-latest-tech-company-to-shed-jobs-cutting-90-roles/,257.0,Series F,19-04-2023 00:21,Australia,90.0,Unknown
210,TRM Labs,SF Bay Area,Crypto,0.09,18-04-2023,https://blockworks.co/news/crypto-hiring-custodian-copper,149.0,Series B,05-05-2023 03:06,United States,16.0,Unknown
211,CoLab,Sydney,Food,1.0,18-04-2023,https://7news.com.au/lifestyle/food/australian-food-delivery-service-colab-announces-it-will-close-its-doors--c-10319763,3.0,Seed,20-04-2023 15:57,Australia,68.0,Unknown
212,Ten Square Games,Wrocław,Consumer,0.25,17-04-2023,https://economictimes.indiatimes.com/tech/technology/ten-square-games-to-lay-off-25-of-staff-suspend-two-major-projects/articleshow/99558794.cms,153.5,Seed,18-04-2023 04:44,Poland,120.0,Unknown
213,Clearcover,Chicago,Finance,0.15,17-04-2023,https://coverager.com/layoffs-at-clearcover/,304.0,Series D,25-04-2023 22:57,United States,81.0,Unknown
214,Paper,Montreal,Education,0.03,17-04-2023,https://paper.co/inside-paper/a-message-from-papers-ceo-and-founder-philip-cutler,389.0,Series D,17-05-2023 21:20,Canada,81.0,Unknown
215,Ynsect,Paris,Food,0.25,17-04-2023,https://pitchbook.com/news/articles/agtech-ynsect-funding-layoffs,579.0,Series D,18-04-2023 04:45,France,17.0,Unknown
216,FamPay,Bengaluru,Finance,0.5,17-04-2023,https://entrackr.com/2023/04/exclusive-fampay-lays-off-staff-sees-top-level-exits/,42.0,Series A,17-04-2023 15:21,India,31.5,Unknown
217,Kumu,Manila,Media,0.75,17-04-2023,https://www.techinasia.com/kumus-struggle-layoffs-departures-slash-workforce,94.0,Series C,18-04-2023 04:42,Philippines,46.0,Unknown
